"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"
"CHEMBL307278"	""	"None"	"231.23"	"0"	"1.67"	"6m"	"Nc1nc(O)c2c(n1)CCc1ccc(F)cc1-2"	"IC50"	"'='"	"1300.0"	"nM"	"5.89"	""	""	"UO_0000065"	"25.46"	"0.47"	"4.22"	"8.17"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL72458"	""	"None"	"305.13"	"0"	"2.42"	"15b"	"Nc1nc(O)c2c(ccc3c(N)c(Br)ccc32)n1"	"IC50"	"'='"	"16800.0"	"nM"	"4.78"	""	""	"UO_0000065"	"15.65"	"0.36"	"2.35"	"4.87"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL57310"	""	"None"	"273.32"	"0"	"2.10"	"6"	"Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccncc1"	"IC50"	"'='"	"340.0"	"nM"	"6.47"	""	""	"UO_0000065"	"23.67"	"0.46"	"4.37"	"6.42"	"0"	"CHEMBL816742"	"The inhibitory concentration of compound was evaluated on Human Thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129396"	"1"	"Scientific Literature"	"J Med Chem"	"1996"	"None"	""	""	""
"CHEMBL1229651"	""	"None"	"272.69"	"0"	"2.84"	"6A"	"Cc1cccc2c1C(=O)N(c1ccnc(Cl)c1)C2=O"	"Inhibition"	""	""	"%"	""	""	"Not Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1815021"	"Inhibition of human thymidylate synthase using N5,N10-methylene tetrahydrofolate at 50 uM by chromogenic assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1811787"	"1"	"Scientific Literature"	"J Med Chem"	"2011"	"None"	""	""	""
"CHEMBL1814087"	""	"None"	"311.30"	"0"	"1.62"	"3B"	"CN1C(=O)c2cccc(CNc3ccc(C(=O)O)cn3)c2C1=O"	"Inhibition"	""	""	"%"	""	""	"Not Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1815021"	"Inhibition of human thymidylate synthase using N5,N10-methylene tetrahydrofolate at 50 uM by chromogenic assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1811787"	"1"	"Scientific Literature"	"J Med Chem"	"2011"	"None"	""	""	""
"CHEMBL308322"	""	"None"	"290.12"	"0"	"2.83"	"4cc"	"Nc1nc(O)c2c(ccc3cc(Br)ccc32)n1"	"Inhibition"	"'='"	"37.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL811582"	"Tested for percent inhibition against thymidylate synthase (TS) in human at 74.8 uM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL310263"	""	"None"	"229.21"	"0"	"2.21"	"4c"	"Nc1nc(O)c2c(ccc3c(F)cccc32)n1"	"Inhibition"	"'='"	"16.5"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL871904"	"Tested for inhibition against thymidylate synthase (TS) in Candida albicans at 110 uM"	"B"	"BAO_0000357"	"single protein format"	"Candida albicans"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL1232702"	""	"None"	"450.50"	"0"	"1.25"	"2"	"COC(=O)C1CCN(C(=O)c2ccc(N(C)Cc3cnc4nc(N)nc(N)c4n3)cc2)CC1"	"Inhibition"	""	""	"%"	""	""	"Not Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2183552"	"Inhibition of human TS at 15 uM by spectrophotometric analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2176920"	"1"	"Scientific Literature"	"J Med Chem"	"2012"	"None"	""	""	""
"CHEMBL75473"	""	"None"	"228.25"	"0"	"1.11"	"15f"	"Nc1ccc2c(c1)-c1c(O)nc(N)nc1CC2"	"IC50"	"'='"	"13490.0"	"nM"	"4.87"	""	""	"UO_0000065"	"21.34"	"0.39"	"3.76"	"4.97"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL75759"	""	"None"	"318.13"	"0"	"2.82"	"18d"	"O=CNc1nc(O)c2c(ccc3ccc(Br)cc32)n1"	"IC50"	"'='"	"540.0"	"nM"	"6.27"	""	""	"UO_0000065"	"19.70"	"0.45"	"3.45"	"8.34"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL310936"	""	"None"	"259.70"	"0"	"3.03"	"4m"	"Cc1cc2nc(N)nc(O)c2c2cc(Cl)ccc12"	"Inhibition"	"'='"	"36.9"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL811222"	"Tested for percent inhibition against thymidylate synthase (TS) in Candida albicans at 1.2 uM"	"B"	"BAO_0000357"	"single protein format"	"Candida albicans"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL171314"	""	"None"	"448.55"	"0"	"3.94"	"2k"	"COc1ccc(S(=O)(=O)c2ccc(CN3CCCc4cc5[nH]c(N)nc5cc43)cc2)cc1"	"Ki"	"'='"	"24.0"	"nM"	"7.62"	""	""	"UO_0000065"	"16.99"	"0.33"	"3.68"	"7.52"	"0"	"CHEMBL882134"	"Inhibition of human Thymidylate synthase (TS)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125390"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL73594"	""	"None"	"280.11"	"0"	"3.38"	"4n"	"Nc1nc(O)c2c(ccc3cc(Cl)c(Cl)cc32)n1"	"Inhibition"	"'='"	"61.5"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL809420"	"Tested for percent inhibition against thymidylate synthase (TS) in Candida albicans at 10 uM"	"B"	"BAO_0000357"	"single protein format"	"Candida albicans"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL140323"	""	"None"	"332.39"	"0"	"2.72"	"11"	"COc1ccc(Sc2c(C)[nH]c3nc(N)nc(O)c23)cc1OC"	"IC50"	"'='"	"2400.0"	"nM"	"5.62"	""	""	"UO_0000065"	"16.91"	"0.33"	"2.90"	"5.29"	"0"	"CHEMBL816742"	"The inhibitory concentration of compound was evaluated on Human Thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129396"	"1"	"Scientific Literature"	"J Med Chem"	"1996"	"None"	""	""	""
"CHEMBL162754"	""	"None"	"427.53"	"0"	"4.45"	"21"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2)cc1"	"Kis"	"'='"	"0.061"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL815450"	"Inhibitory activity against human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129494"	"1"	"Scientific Literature"	"J Med Chem"	"1996"	"None"	""	""	""
"CHEMBL159213"	""	"None"	"477.97"	"0"	"4.77"	"8f"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2Cl)cc1"	"Ki"	"'='"	"33.0"	"nM"	"7.48"	""	""	"UO_0000065"	"15.65"	"0.31"	"2.71"	"8.97"	"0"	"CHEMBL814563"	"Binding affinity against recombinant thymidylate synthase in Escherichia coli"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
"CHEMBL159364"	""	"None"	"457.56"	"0"	"4.42"	"8e"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2C)cc1"	"Ki"	"'='"	"160.0"	"nM"	"6.80"	""	""	"UO_0000065"	"14.85"	"0.28"	"2.38"	"8.15"	"0"	"CHEMBL814563"	"Binding affinity against recombinant thymidylate synthase in Escherichia coli"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
"CHEMBL159144"	""	"None"	"525.55"	"2"	"5.44"	"8g"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2C)c(C(F)(F)F)c1"	"Ki"	"'='"	"160.0"	"nM"	"6.80"	""	""	"UO_0000065"	"12.93"	"0.25"	"1.36"	"8.15"	"0"	"CHEMBL814563"	"Binding affinity against recombinant thymidylate synthase in Escherichia coli"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
"CHEMBL159213"	""	"None"	"477.97"	"0"	"4.77"	"8f"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2Cl)cc1"	"Ki"	"'='"	"25.0"	"nM"	"7.60"	""	""	"UO_0000065"	"15.90"	"0.31"	"2.83"	"9.12"	"0"	"CHEMBL811587"	"Binding affinity against recombinant human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
"CHEMBL161025"	""	"None"	"445.52"	"0"	"4.59"	"7b"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2)c(F)c1"	"Ki"	"'='"	"50.0"	"nM"	"7.30"	""	""	"UO_0000065"	"16.39"	"0.31"	"2.71"	"10.10"	"0"	"CHEMBL811587"	"Binding affinity against recombinant human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
"CHEMBL350841"	""	"None"	"441.56"	"0"	"4.97"	"17"	"Cc1ccc2c3c(ccc(N(C)Cc4ccc(S(=O)(=O)c5ccccc5)cc4)c13)N=C2N"	"Kis"	"'='"	"0.035"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809247"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL3228982"	""	"None"	"402.22"	"0"	"-0.13"	"1"	"O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1/C=C/C(F)(F)F"	"Inhibition"	""	""	"%"	""	""	"Not Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3231063"	"Inhibition of thymidylate synthetase (unknown origin) assessed as decrease of first order enzyme activity in absence of 5,10-methylenetetrahydrofolate and presence of dUMP"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3228011"	"1"	"Scientific Literature"	"J Med Chem"	"1979"	"None"	""	""	""
"CHEMBL73601"	""	"None"	"225.25"	"0"	"2.38"	"4x"	"Cc1cccc2c1ccc1nc(N)nc(O)c12"	"Inhibition"	"'='"	"44.3"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL808508"	"Tested against thymidylate synthase (TS) in Candida albicans at 240 uM"	"B"	"BAO_0000357"	"single protein format"	"Candida albicans"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL306046"	""	"None"	"227.27"	"0"	"1.84"	"6o"	"Cc1ccc2c(c1)-c1c(O)nc(N)nc1CC2"	"IC50"	"'='"	"2600.0"	"nM"	"5.58"	""	""	"UO_0000065"	"24.57"	"0.45"	"3.75"	"7.75"	"0"	"CHEMBL816054"	"Inhibition against thymidylate synthase (TS) in calf thymus"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL3144190"	""	"None"	"490.41"	"0"	"1.54"	"5b"	"O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1-c1ccc(OCc2ccccc2)cc1"	"Km"	"'='"	"1510.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL815451"	"Inhibitory effect on human lymphoblast (Molt/4F) thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1124237"	"1"	"Scientific Literature"	"J Med Chem"	"1988"	"None"	""	""	""
"CHEMBL75894"	""	"None"	"229.21"	"0"	"2.21"	"4g"	"Nc1nc(O)c2c(ccc3cc(F)ccc32)n1"	"IC50"	"'='"	"44000.0"	"nM"	"4.36"	""	""	"UO_0000065"	"19.01"	"0.35"	"2.15"	"6.05"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL75894"	""	"None"	"229.21"	"0"	"2.21"	"4g"	"Nc1nc(O)c2c(ccc3cc(F)ccc32)n1"	"Inhibition"	"'='"	"23.4"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL813098"	"Tested against thymidylate synthase (TS) in Candida albicans at 168 uM"	"B"	"BAO_0000357"	"single protein format"	"Candida albicans"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL46935"	""	"None"	"471.47"	"1"	"-0.48"	"table 1"	"Nc1nc2c(c(=O)[nH]1)N1CCN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)CC1CN2"	"Inhibition"	"'='"	"16.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL816058"	"Percent inhibition was measured against Thymidylate synthase (calf thymus) enzyme at 10E-4 M inhibitory concentration"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1122152"	"1"	"Scientific Literature"	"J Med Chem"	"1982"	"None"	""	""	""
"CHEMBL162646"	""	"None"	"428.51"	"1"	"5.16"	"31"	"Cc1ccc2c3c(ccc(NCc4ccc(S(=O)(=O)c5ccccc5)cc4)c13)NC2=O"	"Kii"	"'='"	"1.1"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809246"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL157434"	""	"None"	"439.47"	"0"	"1.89"	"2"	"CCc1[nH]c(N)nc2ncc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c1-2"	"IC50"	"'='"	"80000.0"	"nM"	"4.10"	""	""	"UO_0000065"	"9.32"	"0.17"	"2.21"	"2.39"	"0"	"CHEMBL809255"	"Compound was evaluated as inhibitor of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145967"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""	""	""
"CHEMBL106699"	""	"None"	"442.43"	"1"	"0.72"	"4"	"Nc1nc(N)c2c(CNCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1"	"IC50"	"'='"	"63000.0"	"nM"	"4.20"	""	""	"UO_0000065"	"9.49"	"0.18"	"3.48"	"2.03"	"0"	"CHEMBL816738"	"Inhibitory concentration against recombinant human TS (Thymidylate synthase)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128558"	"1"	"Scientific Literature"	"J Med Chem"	"1995"	"None"	""	""	""
"CHEMBL309184"	""	"None"	"282.13"	"0"	"2.84"	"6aa"	"Nc1nc(O)c2c(n1)CCc1cc(Cl)c(Cl)cc1-2"	"Inhibition"	"'='"	"21.7"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL811212"	"Tested for inhibition against thymidylate synthase (TS) in Candida albicans at 10 uM"	"B"	"BAO_0000357"	"single protein format"	"Candida albicans"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL3144189"	""	"None"	"399.30"	"0"	"-0.46"	"2b"	"Nc1ccc(-c2cn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)O)O3)c(=O)[nH]c2=O)cc1"	"Ki"	"'='"	"15400.0"	"nM"	"4.81"	""	""	"UO_0000065"	"12.05"	"0.24"	"5.27"	"2.72"	"0"	"CHEMBL815567"	"Inhibitory effect on human lymphoblast (Molt/4F) thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1124237"	"1"	"Scientific Literature"	"J Med Chem"	"1988"	"None"	""	""	""
"CHEMBL389051"	""	"None"	"477.48"	"0"	"1.19"	"PDDF"	"C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"1500.0"	"nM"	"5.82"	""	""	"UO_0000065"	"12.20"	"0.23"	"4.63"	"3.26"	"0"	"CHEMBL817509"	"Inhibitory activity against human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134503"	"1"	"Scientific Literature"	"J Med Chem"	"2001"	"None"	""	""	""
"CHEMBL74440"	""	"None"	"229.21"	"0"	"2.21"	"4i"	"Nc1nc(O)c2c(ccc3ccc(F)cc32)n1"	"IC50"	"'='"	"17400.0"	"nM"	"4.76"	""	""	"UO_0000065"	"20.76"	"0.38"	"2.55"	"6.61"	"0"	"CHEMBL883513"	"Inhibition against thymidylate synthase (TS) in Candida albicans"	"B"	"BAO_0000357"	"single protein format"	"Candida albicans"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL73927"	""	"None"	"226.24"	"0"	"1.65"	"15i"	"Nc1nc(O)c2c(ccc3cccc(N)c32)n1"	"IC50"	"'='"	"15600.0"	"nM"	"4.81"	""	""	"UO_0000065"	"21.25"	"0.39"	"3.16"	"4.90"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL75556"	""	"None"	"243.27"	"0"	"1.54"	"6ff"	"COc1ccc2c(c1)-c1c(O)nc(N)nc1CC2"	"IC50"	"'='"	"7000.0"	"nM"	"5.16"	""	""	"UO_0000065"	"21.19"	"0.39"	"3.61"	"6.34"	"0"	"CHEMBL816054"	"Inhibition against thymidylate synthase (TS) in calf thymus"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL75530"	""	"None"	"384.03"	"0"	"3.18"	"15n"	"Nc1nc(O)c2c(ccc3c(Br)c(N)c(Br)cc32)n1"	"IC50"	"'='"	"21000.0"	"nM"	"4.68"	""	""	"UO_0000065"	"12.18"	"0.34"	"1.50"	"4.77"	"0"	"CHEMBL816054"	"Inhibition against thymidylate synthase (TS) in calf thymus"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL171754"	""	"None"	"508.48"	"1"	"2.67"	"7u"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)NCC(=O)O)c(C(F)(F)F)c1"	"Kis"	"'='"	"0.0096"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL815450"	"Inhibitory activity against human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129494"	"1"	"Scientific Literature"	"J Med Chem"	"1996"	"None"	""	""	""
"CHEMBL159213"	""	"None"	"477.97"	"0"	"4.77"	"8f"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2Cl)cc1"	"Ki"	"'='"	"21.0"	"nM"	"7.68"	""	""	"UO_0000065"	"16.06"	"0.32"	"2.91"	"9.21"	"0"	"CHEMBL811587"	"Binding affinity against recombinant human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
