"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"
"CHEMBL350130"	""	"None"	"297.38"	"0"	"3.81"	"17"	"Cc1cc(Sc2c(C)ccc3nc(C)nc(O)c23)ccn1"	"Ki"	"'='"	"39.0"	"nM"	"7.41"	""	""	"UO_0000065"	"24.91"	"0.48"	"3.60"	"12.58"	"0"	"CHEMBL823517"	"Inhibition of human Thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126619"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL301844"	""	"None"	"428.51"	"0"	"4.87"	"10"	"CN(Cc1ccc(S(=O)(=O)c2ccccc2)cc1)c1ccc2c3c(cccc13)C(=O)N2"	"Ki"	"'='"	"770.0"	"nM"	"6.11"	""	""	"UO_0000065"	"14.27"	"0.27"	"1.24"	"9.20"	"0"	"CHEMBL817302"	"Inhibition of human Thymidylate synthase (Ki)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125269"	"1"	"Scientific Literature"	"J Med Chem"	"1991"	"None"	""	""	""
"CHEMBL417222"	""	"None"	"443.53"	"0"	"4.12"	"5"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2)cc1"	"Kii"	"'='"	"0.023"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL817306"	"Inhibition of human Thymidylate synthase (Kii)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125269"	"1"	"Scientific Literature"	"J Med Chem"	"1991"	"None"	""	""	""
"CHEMBL138500"	""	"None"	"275.34"	"0"	"0.40"	"6"	"CC1=C(Sc2ccncc2)C2C(=O)NC(N)=NC2N1"	"IC50"	"'='"	"340.0"	"nM"	"6.47"	""	""	"UO_0000065"	"23.49"	"0.46"	"6.07"	"7.00"	"0"	"CHEMBL817510"	"Inhibitory activity against thymidylate Synthase from human recombinant sources"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128698"	"1"	"Scientific Literature"	"J Med Chem"	"1995"	"None"	""	""	""
"CHEMBL92589"	""	"None"	"490.52"	"0"	"2.33"	"8 (isohomo-DMPDDF)"	"C#CCN(Cc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)Cc1ccc2nc(C)nc(O)c2c1"	"IC50"	"'='"	"83000.0"	"nM"	"4.08"	""	""	"UO_0000065"	"8.32"	"0.15"	"1.75"	"2.67"	"0"	"CHEMBL815507"	"Compound was evaluated for the inhibition of human Thymidylate Synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125864"	"1"	"Scientific Literature"	"J Med Chem"	"1991"	"None"	""	""	""
"CHEMBL275685"	""	"None"	"427.53"	"0"	"4.66"	"12"	"CN(Cc1ccc(S(=O)(=O)c2ccccc2)cc1)c1ccc2c3c(cccc13)C(N)=N2"	"Kis"	"'='"	"0.031"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809247"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL25889"	""	"None"	"476.49"	"0"	"2.33"	"DMPDDF"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"60.0"	"nM"	"7.22"	""	""	"UO_0000065"	"15.16"	"0.28"	"4.89"	"4.72"	"0"	"CHEMBL810077"	"Inhibition of pure human thymidylate synthase from extract of Manca human lymphoma cells"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"Manca"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1124492"	"1"	"Scientific Literature"	"J Med Chem"	"1989"	"CHEMBL3307363"	""	""	""
"CHEMBL140323"	""	"None"	"332.39"	"0"	"2.72"	"11"	"COc1ccc(Sc2c(C)[nH]c3nc(N)nc(O)c23)cc1OC"	"Inhibition"	"'='"	"12.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL816052"	"Percent inhibition of Thymidylate synthase in Streptococcus faecium"	"B"	"BAO_0000357"	"single protein format"	"Enterococcus faecium"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129396"	"1"	"Scientific Literature"	"J Med Chem"	"1996"	"None"	""	""	""
"CHEMBL590"	"MENADIONE"	"4.0"	"172.18"	"0"	"2.01"	"2-methylnaphthoquinone"	"CC1=CC(=O)c2ccccc2C1=O"	"k2"	"'='"	"0.14"	"M-1 s-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL812504"	"The rate constant in 70% ethanol"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123535"	"1"	"Scientific Literature"	"J Med Chem"	"1986"	"None"	""	""	""
"CHEMBL2437297"	""	"None"	"344.44"	"0"	"1.39"	"6a"	"CC(=O)N1CCN(C(=O)Cn2c(-c3ccccc3)csc2=N)CC1"	"Ki"	"'='"	"10910.0"	"nM"	"4.96"	""	""	"UO_0000065"	"14.41"	"0.28"	"3.57"	"7.15"	"0"	"CHEMBL2439369"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2434944"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2013"	"None"	""	""	""
"CHEMBL73076"	""	"None"	"292.14"	"0"	"2.29"	"6f"	"Nc1nc(O)c2c(n1)CCc1c(Br)cccc1-2"	"IC50"	"'='"	"154000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL816054"	"Inhibition against thymidylate synthase (TS) in calf thymus"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL308790"	""	"None"	"274.21"	"0"	"2.12"	"14g"	"Nc1nc(O)c2c(ccc3c([N+](=O)[O-])c(F)ccc32)n1"	"Inhibition"	"'='"	"7.5"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL813757"	"Tested for percent inhibition against thymidylate synthase (TS) in Candida albicans at 29 uM"	"B"	"BAO_0000357"	"single protein format"	"Candida albicans"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL75213"	""	"None"	"237.26"	"0"	"2.71"	"21"	"C=Cc1ccc2ccc3nc(N)nc(O)c3c2c1"	"IC50"	"'='"	"120.0"	"nM"	"6.92"	""	""	"UO_0000065"	"29.17"	"0.53"	"4.21"	"9.61"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL301256"	""	"None"	"418.52"	"0"	"3.93"	"14"	"Nc1nc2cc3c(cc2[nH]1)N(Cc1ccc(S(=O)(=O)c2ccccc2)cc1)CCC3"	"Kii"	"'='"	"0.043"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL817306"	"Inhibition of human Thymidylate synthase (Kii)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125269"	"1"	"Scientific Literature"	"J Med Chem"	"1991"	"None"	""	""	""
"CHEMBL385891"	""	"None"	"683.97"	"2"	"7.76"	"15"	"O=C1OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2cccc3cccc1c23"	"Ki"	"'='"	"3200.0"	"nM"	"5.50"	""	""	"UO_0000065"	"8.03"	"0.23"	"-2.27"	"8.23"	"0"	"CHEMBL912374"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137378"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""
"CHEMBL75501"	""	"None"	"237.26"	"0"	"1.51"	"6p"	"C#Cc1ccc2c(c1)-c1c(O)nc(N)nc1CC2"	"IC50"	"'='"	"97000.0"	"nM"	"4.01"	""	""	"UO_0000065"	"16.91"	"0.30"	"2.50"	"5.57"	"0"	"CHEMBL883513"	"Inhibition against thymidylate synthase (TS) in Candida albicans"	"B"	"BAO_0000357"	"single protein format"	"Candida albicans"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL75194"	""	"None"	"261.28"	"0"	"3.22"	"4z"	"Nc1nc(O)c2c3ccccc3c3ccccc3c2n1"	"IC50"	"'='"	"24000.0"	"nM"	"4.62"	""	""	"UO_0000065"	"17.68"	"0.32"	"1.40"	"6.41"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL3121472"	""	"None"	"622.64"	"2"	"5.96"	"1"	"CCOC(=O)CC[C@H](NC(=O)c1ccc(N(C)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1)C(=O)OCC"	"Inhibition"	""	""	"%"	""	""	"Not Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3122551"	"Competitive inhibition of human thymidylate synthase at 10 uM by spectrophotometry"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3120154"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2014"	"None"	""	""	""
"CHEMBL306705"	""	"None"	"290.12"	"0"	"2.83"	"4b"	"Nc1nc(O)c2c(ccc3ccc(Br)cc32)n1"	"IC50"	"'='"	"322.0"	"nM"	"6.49"	""	""	"UO_0000065"	"22.38"	"0.52"	"3.66"	"9.01"	"0"	"CHEMBL883513"	"Inhibition against thymidylate synthase (TS) in Candida albicans"	"B"	"BAO_0000357"	"single protein format"	"Candida albicans"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL75376"	""	"None"	"244.23"	"0"	"1.79"	"15l"	"Nc1nc(O)c2c(ccc3cc(F)cc(N)c32)n1"	"IC50"	"'='"	"73800.0"	"nM"	"4.13"	""	""	"UO_0000065"	"16.92"	"0.31"	"2.34"	"4.21"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL386685"	""	"None"	"368.39"	"0"	"4.71"	"1"	"O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c1ccc1ccccc21"	"Ki"	"'>'"	"132000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL912374"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137378"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""
"CHEMBL253581"	""	"None"	"284.32"	"0"	"1.67"	"11"	"COc1ccc(Cn2c(C)cc3nc(N)[nH]c(=O)c32)cc1"	"IC50"	"'='"	"1500.0"	"nM"	"5.82"	""	""	"UO_0000065"	"20.48"	"0.38"	"4.15"	"6.78"	"0"	"CHEMBL926350"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140703"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL2437299"	""	"None"	"317.41"	"0"	"1.86"	"4c"	"Cc1ccc(-c2csc(=N)n2CC(=O)N2CCOCC2)cc1"	"Ki"	"'='"	"4060.0"	"nM"	"5.39"	""	""	"UO_0000065"	"16.99"	"0.33"	"3.53"	"9.24"	"0"	"CHEMBL2439369"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2434944"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2013"	"None"	""	""	""
"CHEMBL2437293"	""	"None"	"378.50"	"0"	"3.04"	"7a"	"N=c1scc(-c2ccccc2)n1CC(=O)N1CCN(c2ccccc2)CC1"	"Ki"	"'='"	"1360.0"	"nM"	"5.87"	""	""	"UO_0000065"	"15.50"	"0.30"	"2.83"	"11.21"	"0"	"CHEMBL2439369"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2434944"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2013"	"None"	""	""	""
"CHEMBL2437300"	""	"None"	"316.43"	"0"	"1.47"	"5a"	"CN1CCN(C(=O)Cn2c(-c3ccccc3)csc2=N)CC1"	"Ki"	"'='"	"1140.0"	"nM"	"5.94"	""	""	"UO_0000065"	"18.78"	"0.37"	"4.47"	"11.36"	"0"	"CHEMBL2439369"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2434944"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2013"	"None"	""	""	""
"CHEMBL551049"	""	"None"	"476.54"	"0"	"2.33"	"2"	"CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"54.0"	"nM"	"7.27"	""	""	"UO_0000065"	"15.25"	"0.31"	"4.94"	"4.14"	"0"	"CHEMBL1062966"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1151945"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"None"	""	""	""
"CHEMBL564937"	""	"None"	"348.41"	"0"	"3.19"	"2c"	"CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1"	"IC50"	"'='"	"220.0"	"nM"	"6.66"	""	""	"UO_0000065"	"19.11"	"0.40"	"3.47"	"5.79"	"0"	"CHEMBL1062966"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1151945"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"None"	""	""	""
"CHEMBL22708"	""	"None"	"457.49"	"0"	"1.05"	"2"	"CN(CC1CCc2nc(N)nc(O)c2C1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1"	"Inhibition"	"'='"	"50.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL880228"	"Inhibition of Calf thymus thymidylate synthase in the presence of 20 uM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123906"	"1"	"Scientific Literature"	"J Med Chem"	"1987"	"None"	""	""	""
"CHEMBL73601"	""	"None"	"225.25"	"0"	"2.38"	"4x"	"Cc1cccc2c1ccc1nc(N)nc(O)c12"	"IC50"	"'='"	"7500.0"	"nM"	"5.12"	""	""	"UO_0000065"	"22.75"	"0.41"	"2.74"	"7.12"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL307064"	""	"None"	"247.69"	"0"	"2.18"	"6u"	"Nc1nc(O)c2c(n1)CCc1cccc(Cl)c1-2"	"Inhibition"	"'='"	"16.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL816060"	"Tested against thymidylate synthase (TS) in calf thymus at 600 uM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL141869"	""	"None"	"272.33"	"0"	"2.71"	"7"	"Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccccc1"	"IC50"	"'='"	"30000.0"	"nM"	"4.52"	""	""	"UO_0000065"	"16.61"	"0.33"	"1.81"	"5.15"	"0"	"CHEMBL816742"	"The inhibitory concentration of compound was evaluated on Human Thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129396"	"1"	"Scientific Literature"	"J Med Chem"	"1996"	"None"	""	""	""
"CHEMBL306775"	""	"None"	"245.67"	"0"	"2.72"	"4j"	"Nc1nc(O)c2c(ccc3ccc(Cl)cc32)n1"	"IC50"	"'='"	"120.0"	"nM"	"6.92"	""	""	"UO_0000065"	"28.17"	"0.56"	"4.20"	"9.61"	"0"	"CHEMBL816054"	"Inhibition against thymidylate synthase (TS) in calf thymus"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL446665"	""	"None"	"241.25"	"0"	"1.56"	"4aa"	"Nc1nc(O)c2c(cc(CO)c3ccccc32)n1"	"IC50"	"'='"	"8600.0"	"nM"	"5.07"	""	""	"UO_0000065"	"21.00"	"0.38"	"3.51"	"5.49"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL4088617"	""	"None"	"357.44"	"0"	"4.58"	"4"	"Nc1nc(N)c2c(n1)[nH]c1cccc(Sc3cccc4ccccc34)c12"	"IC50"	"'='"	"2300.0"	"nM"	"5.64"	""	""	"UO_0000065"	"15.77"	"0.30"	"1.06"	"6.02"	"0"	"CHEMBL4007196"	"Inhibition of human thymidylate synthase using dUMP/(6R,S)-tetrahydrofolate as substrate/co-factor by spectrophotometric method"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4004880"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2017"	"None"	""	""	""
"CHEMBL4096329"	""	"None"	"337.41"	"0"	"3.44"	"6"	"COc1ccc(Sc2cccc3[nH]c4nc(N)nc(N)c4c23)cc1"	"IC50"	"'='"	"140.0"	"nM"	"6.85"	""	""	"UO_0000065"	"20.31"	"0.39"	"3.41"	"6.66"	"0"	"CHEMBL4007196"	"Inhibition of human thymidylate synthase using dUMP/(6R,S)-tetrahydrofolate as substrate/co-factor by spectrophotometric method"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4004880"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2017"	"None"	""	""	""
"CHEMBL436435"	""	"None"	"464.59"	"0"	"3.42"	"4"	"CCCN(Cc1ccc(S(=O)(=O)N2CCNCC2)cc1)c1ccc2c3c(cccc13)C(=O)N2"	"Kis"	"'='"	"13.0"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL844161"	"Compound was evaluated for its inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL4096329"	""	"None"	"337.41"	"0"	"3.44"	"6"	"COc1ccc(Sc2cccc3[nH]c4nc(N)nc(N)c4c23)cc1"	"Ratio IC50"	"'='"	"3.0"	""	""	""	""	""	""	""	""	""	"0"	"CHEMBL4007209"	"Potency index, ratio of raltitrexed IC50 to test compound IC50 for human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4004880"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2017"	"None"	""	""	""
"CHEMBL3121466"	""	"None"	"407.44"	"1"	"6.26"	"10"	"Cc1ccc(N(C)Cc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1"	"Inhibition"	""	""	"%"	""	""	"Not Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3122551"	"Competitive inhibition of human thymidylate synthase at 10 uM by spectrophotometry"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3120154"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2014"	"None"	""	""	""
"CHEMBL9440"	"METESIND"	"-1.0"	"436.54"	"0"	"2.85"	"27"	"CN(Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc2c3c(cccc13)C(N)=N2"	"Kii"	"'='"	"0.015"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809246"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL2180553"	""	"None"	"436.42"	"0"	"4.20"	"5, AG-670/15094034"	"O=C(CC1S/C(=N\N=C\c2ccccc2O)N=C1O)Nc1cccc(C(F)(F)F)c1"	"Inhibition"	"'='"	"60.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2186811"	"Inhibition of human thymidylate synthase expressed in Escherichia coli incubated for 1 hr assessed as reduction in mTHF Vmax value by spectrophotometry based Lineweaver-Burk method relative to untreated control"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2177012"	"1"	"Scientific Literature"	"J Med Chem"	"2012"	"None"	""	""	""
